_id,en_word,en_definition,example,synonyms,antonyms
6868,borrow ," v [I, Ipr, Tn, Tn•pr] ~ (sth) (from sb/sth) 1 thil hlang, cawi, a lang ih hmang sak: borrow (money) from the bank, a friend ¡ I’ve forgotten my pen. Could I borrow yours? ¡ borrow a book from the library. Cf lend. 2 (a) la tahrat in mah ih ta vekih hmang: borrow freely from other writers ¡ borrow sb’s ideas, methods ¡ Handel borrowed music from other composers. (b) mi qongfang maih qongah canter: The expression ‘nouveau riche’ is borrowed from French. 3 (idm) (be living on) borrowed time thih zikte hnu ih nun sal caan sung.",NA,NA,NA
6870,borrower ," n hlangtu, cawitu. Cf lender (lend). ",NA,NA,NA
6873,borrowing ," n cawi, hlancop thil: The company will soon be able to repay its borrowings from the bank. ¡ English has many borrowings from French.",NA,NA,NA
6876,Borstal ," n [C, U] nauhak sual nuncan remnak tlawng, hmun: be sent to Borstal. Cf approved school (approve), reformatory.",NA,NA,NA
6878,bortsch (also borsch) , n [U] mungla le kawpi cokrawi ih suanmi Russia tihaang.,NA,NA,NA
6905,borzoi , n sadawi thiam hmul sau nei Russia uico.,NA,NA,NA
6907,bosh ," n [U], interj (infml) thulolak: You’re talking bosh!",NA,NA,NA
6908,"bo’sn, bos’n ", = boatswain.,NA,NA,NA
6911,bosom ," n 1 [C] milai ih qaang, a bik in nunau pawhte: hold sb to one’s bosom ¡ She has a large bosom. 2 [C] qaang huptu hnipuan, qaanghup. 3 [sing] the ~ of sth duhdawtnak le humhimnak sungah: live in the bosom of one’s family ¡ welcomed into the bosom of the Church.",NA,NA,NA
6922,bosomy , adj (infml) pawhte tumpi a neimi.,NA,NA,NA
6926,bosom friend , rual duh zet.,NA,NA,NA
6928,boss1 ," n (infml) hotu, uktu: ask one’s boss for a pay rise ¡ Who’s (the) boss in this house? ie Is the wife or the husband in control?",NA,NA,NA
6929,boss ," v [Tn, Tn•pr] ~ sb (about/around) (infml derog) fial, thu pek, khawng: He’s always bossing his wife about.",NA,NA,NA
6930,bossy ," adj (-ier, -iest) (derog) mi tirhfial duh, thunei duh. bossily adv. bossiness n [U].",NA,NA,NA
6931,boss2 ," ralphaw le ziangmaw thil a laifang ih thil a pawngmi, a zummi.",NA,NA,NA
6933,boss-eyed , adj (infml) (a) mit khat caw. (b) mitkai—hnar lamah.,NA,NA,NA
6935,boss-shot ," n ti-hnik, ruahnak ih tuah.",NA,NA,NA
6949,bo’sun , = boatswain.,NA,NA,NA
6953,botany ," n [U] thingkung-hramkung thuhla zirnak. Cf biology, zoology.",NA,NA,NA
6958,botanical , adj thingkung-hramkung lam a simi. botanical gardens zir dingih phunmi thingkung le hramkung hmuan. ,NA,NA,NA
6964,botanist ," n thingkung-hramkung thuhla zirtu, a thiamtu.",NA,NA,NA
6966,botanize, v [I] hramlak thinkung pawl lakhawm.,NA,NA,NA
6970,botch ," v [Tn, Tn•p] ~ sth (up) daithlang zet in tuah ih siatter: a botched job, ie a piece of work that is done badly ¡ The actor botched (ie forgot or stumbled over) his lines ¡ The mechanic tried to repair my car, but he really botched it up.",NA,NA,NA
6973,botch, n daithlannak in siatter: make a botch of sth.,NA,NA,NA
6979,botcher , n hnatuan siatsuahtu.,NA,NA,NA
6982,both1  ," adj 1 (with pl ns; the n may be preceded by a def art, a demons det or a possess det) a pahnih; an phnih in: hold sth in both hands Both books/Both the books/Both these books are expensive. ¡ He is blind in both eyes. ¡ There are shops on both sides of the street. ¡ Both (her) children are at university. 2 (idm) have/want it/ things both ways a thuah ih tuah/ngah duh: You can’t have it both ways, ie You must decide on one thing or the other. ð Usage at all1.",NA,NA,NA
6983,both2 , pron (a) ~ (of sb/sth) (referring back to a pl n or pron) an pahnih: He has two brothers: both live in London ¡ His parents are both dead. We both want to go to the party. ¡ I like these shirts. I’ll take both of them. (b) ~ of sb/sth (referring forward to a pl n or pron) an pahnih in: Both of us want to go (Cf We both want to go) to the party. ¡ Both of her children have (Cf Her children both have) blue eyes. ð Usage at all1.,NA,NA,NA
6986,both3 , adv ~ …and… not only … but also … lawng siloin … khal: be both tired and hungry She spoke both French and English. ¡ Both his brother and sister are married. ¡ She was a success both as a pianist and as a conductor.,NA,NA,NA
7007,bother ," v 1 (a) [Tn, Tn•pr, Dn•t] ~ sb (about/ with sth) hnaihnokter; harsater: I’m sorry to bother you, but could you tell me the way to the station? ¡ Does my smoking bother you? ""Don’t bother your father (about it) now; he’s very tired. ¡ He’s always bothering me to lend him money. (b) [Tn] ti hnaihnok, hnaihnok pe: What’s bothering you? ¡ Don’t let his criticisms bother you. ¡ The problem has been bothering",NA,NA,NA
7011,bother ," n 1 [U] zonzaihnak; siaremlonak: a spot of bother  ¡ Did you have much bother finding the house? ¡ ‘Thanks for your help!’ ‘It was no bother.’ ¡ I’m sorry to have put you to all this bother, ie to have caused you so much inconvenience.  2 a bother [sing] hnaihnok: What a bother! We’ve missed the bus.",NA,NA,NA
7016,bother , interj thin hnaihnok langternak tong: Oh bother! I’ve left my money at home. botheration /}bBWE{reISn/ interj (infml) = bother interj.,NA,NA,NA
7019,bothersome ," adj hnaihnokza, buaithlak.",NA,NA,NA
7022,bottle ," n 1 [C] (a) thawl; palang, rialti thawl (thlalang, plastik, kafiak thawl pawl): wine bottle ¡ a milk bottle ¡ Come to my party on Saturday — and remember to bring a bottle, ie of alcoholic drink.  (b) thawlkhat, langkhat: We drank a (whole) bottle of wine between us. 2 the bottle [sing] (euph) zu: She’s a bit too fond of the bottle. 3 [C] (usu sing) naute palang hnawi: brought up on the bottle ¡ give a baby its bottle. 4 [U] (Brit sl) ralthatnak: He’s got (a lot of) bottle! 5 (idm) be on the bottle (infml) zu cuai: He was on the bottle for five years. hit the bottle _ hit1.",NA,NA,NA
7026,bottle ," v 1 [Tn] (a) thawl/palang sungah re: bottled beer. (b) palang thawl ah re (siat lo dingin): Do you bottle your fruit or freeze it? 2 (phr v) bottle sth up thu phuanglo ih um: Instead of discussing their problems, they bottle up all their anger and resentment.",NA,NA,NA
7028,bottle bank , palang thawl khawl-khawmnak kuang.,NA,NA,NA
7036,bottle-feed , v [Tn] palang thawn hnawi fawh: Were you bottle-fed or breast-fed as a child?,NA,NA,NA
7039,bottle-green , adj hring-dum (pianzia).,NA,NA,NA
7042,bottle-neck , n (a) ziin fiaknak hmun. (b) thilri suah tik ih khul a fungtertu thil.,NA,NA,NA
7045,bottle-opener , n thawl hru onnak.,NA,NA,NA
7047,bottle-party ," n sabitti, zu tivek thawl khat ciar kengih tuahmi puai.",NA,NA,NA
7049,bottom ," n 1 [C usu sing] tawnet; a tangta bik; tanglam bik: the bottom of a hill, mountain, slope, valley, etc ¡ The telephone is at the bottom of the stairs. ¡ There are tea leaves in the bottom of my cup. ¡ The book I want is (right) at the bottom of the pile. ¡ Sign your name at the bottom of the page, please. 2 [C usu sing] a tawphah: The manufacturer’s name is on the bottom of the plate. 3 [C] taw-tawk: fall on one’s bottom ¡ smack a child’s bottom. 4 [sing] a netnak: There’s a pub at the bottom of the road. ¡ The tool shed is at the bottom of the garden, ie at the end farthest from the house. 5 [sing] neta bik (milai ah): He was always bottom of the class in maths. ¡ Our team came/was bottom of the league last season. ¡ She started at the bottom and worked her way up to become manager of the company. 6 [sing] a tawnet (tipi thuanthum, tiva tivek): The water is very deep here, I can’t tough (the) bottom. ¡ The ‘Tatanic’ went to the bottom, ie sank. 7 [C] lawng (tinbaw) ih a ruangpi. 8 [C usu pl] hnipuan peh a tanglam: pyjama bottoms ¡ track suit bottoms. 9 [U] a tangta bik mawtawka gear (a tha khoh bik): drive up a steep hill in bottom. 10 (idm) at bottom a ngaingai ahcun: He seems aggressive but at bottom he is kind and good-natured. be at the bottom of sth a thoknak, a hram: Who is at the bottom of these rumours? the bottom (of sth) falls out tluk-ril: The bottom has fallen out of the market, ie Trade has dropped to a very low level. ¡ The bottom fell out of his world (ie His life lost its meaning) when his wife died. bottoms up! (infml) zuhai le zuhai khawng awter in, “nan zu theh uh!” tinak. from the bottom of one’s heart thinlung tak in: love sb, congratulate sb, regret sth, from the bottom of one’s heart. From top to bottom _ top1. get to the bottom of sth thu dik hawl, a ruang hawl suak: We must get to the bottom of this mystery. knock the bottom out of sth _ knock2. smooth as a baby’s bottom _ smooth1. touch bottom _ tough2.",NA,NA,NA
7050,bottom , adj [attrib] 1 a tangta bik: the bottom line (on a page) ¡ the bottom rung (of a ladder) ¡ the bottom step (of a flight of stairs) ¡ Put your books on the bottom shelf. ¡ go up a hill in bottom gear. 2 (idm) bet one’s bottom dollar _ bet.,NA,NA,NA
7058,bottomless ," adj 1 a thuk tukmi: a bottomless pit, gorge, etc. 2 (fig) tawp neilo: bottomless reserves of energy.",NA,NA,NA
7062,bottommost , adj [attrib] tawtabik: the bottommost depths of the sea.,NA,NA,NA
7107,bottom drawer , (US hope chest) pasal neiding timtuahnak ih khawlmi nunau thil le ri pawl.,NA,NA,NA
7118,bottom line , (infml) thu a thentertu; a thu pi bik: If you don’t make a profit you go out of business: that’s the bottom line.,NA,NA,NA
7121,botulism , n [U] reipi daih seh ti ih retmi rawl ah a mawrmi (bacteria) ih a suahtermi tur phunkhat.,NA,NA,NA
7124,boudoir , n (esp formerly) nunau ih-nak khaan.,NA,NA,NA
7127,bouffant , adj (of a hair-style) dunglam ah let ko ih sam hriat: a bouffant hair-do.,NA,NA,NA
7128,bougainvillaea , n a hri so zaam mi pangpar phunkhat.,NA,NA,NA
7131,bough , n thingtek.,NA,NA,NA
7133,bouillon , n [U] tihaang ti.,NA,NA,NA
7134,boulder ," n thli, ni, le ruah ih a rawt zomi lungpi.",NA,NA,NA
7136,boulevard , n 1 lamzin khatlam khatlam ah a tlar in thingkung phun theumi khawlipi zinkau. 2 (US) zalamzin kaupi.,NA,NA,NA
7137,bounce ," v 1 [I, Ipr, Tn, Tn•pr] a khir: A rubber ball bounces well.  ¡  The ball bounced over the wall.  ¡  The goalkeeper bounced the ball twice before kicking it. ¡ She bounced the ball against the wall. 2 [I, Ip, Tn] khirter: The child bounced (up and down) on the bed. ¡ He bounced his baby on his knee. ð Usage at jump2. 3 [I] (infml) tangka a tan nawn lo ruangah (tangka khawlmi um nawn lo) bank ihsin khirh salmi check lethmat: I hope this cheçue doesn’t bounce. Cf dishonour v 2. 4 (phr v) bounce along, down, into, etc suk/so/phei ah feh: He came bouncing into the room. ¡ The car bounced along the bumpy mountain road. bounce back (infml) damsal/thasal: Share prices bounced back this morning. ¡ She’s had many misfortunes in her life but she always bounces back.",NA,NA,NA
7144,bounce ," n 1 [C] khirlai: catch a ball on the bounce/first bounce, ie after it has bounced once. 2 [U] (a) khir theinak dingih thil ti theinak. (b) hlawptlonak, thathawhnak, thazaang: She’s got a lot of bounce.",NA,NA,NA
7150,bouncer ," (also bumper) n 1 (in cricket) hlat zet a khirmi cricket bawlung: bowl sb a fast bouncer. 2 (infml) rawl dawr le club pawl ih an hlaan mi, mi huatsuak hremtu/dawisuaktu.",NA,NA,NA
7152,bouncing , adj ~ (with sth) a hardam a cakmi: a bouncing baby ¡ He was bouncing with energy.,NA,NA,NA
7153,bouncy ," adj (-ier, -iest) 1 a khir thei (bawlung). 2 mi cak cangvai tam.",NA,NA,NA
7154,bound1 , v [Tn usu passive] ritek; ri-aw; kulh: Germany is bounded on the west by France and on the south by Switzerland. ¡ The airfield is bounded by woods on all sides.,NA,NA,NA
7159,bound2 ," v [Ip, Ipr] dawp phah ih feh, pet phah ih feh: The dog came bounding up to its master.  ¡  He bounded into the room and announced that he was getting married.",NA,NA,NA
7160,bound ," n 1 pet, khir: The dog cleared (ie jumped over) the gate in one bound. 2 (idm) by/in leaps and bounds _ leap.",NA,NA,NA
7161,bound3 ," adj [pred] ~ (for…) fehnak ding lam: Where are you bound (for)?  ¡ We are bound for home. ¡ This ship is outward bound/homeward bound, ie sailing away from/towards its home port.",NA,NA,NA
7163,bound , (forming compound adjs) lamah feh; hmasuan: We’re London-bound. ¡ Northbound traffic may be delayed because of an accident on the motorway.,NA,NA,NA
7168,bound5 ," adj [pred] ~ to do sth 1 tuah/a cang hrimhrim dingmi: The weather is bound to get better tomorrow. ¡ You’ve done so much work that you’re bound to pass the exam. 2 a tul rori: I feel bound to tell you that you’re drinking too much. ¡ I am bound to say I disagree with you on this point. 3 (idm) bound up in sth thil pakhat buaipi tuk, man lo tuk: He seems very bound up in his work. bound up with sth fek zet in a pehtlai aw: The welfare of the individual is bound up with the welfare of the community. Honour bound _ hounour bound. I’ll be bound (dated infml) a si hrimhrim ka ti thei: The children are up to some mischief, I’ll be bound!",NA,NA,NA
7169,bound ," (forming compound adjs) compound adj canternak ih hman cih a si. 1 hmunto; um ringring: I don’t like being desk-bound (eg in an office) all day.  ¡  His illness has left him completely house-bound. 2 rak khuh, rak dawn: fogbound/snowbound airports  ¡  Strikebound travelers face long delays this weekend.",NA,NA,NA
7175,boundary ," n 1 (ram, hmun) rii: The fence marks the boundary between my land and hers. ¡ The ball was caught by a fielder standing just inside the boundary. ¡ (fig) Scientists continue to push back the boundaries of knowledge.  Ð Usage at border. 2 cricket leh ah, rin kan ko ih bawlung a thawi: He scored 26 runs, all in boundaries.",NA,NA,NA
7177,bounden , adj (idm) one’s bounden duty (fml) mahte tuah rori dingmi hnaquan; tuantul mi hnatuan.,NA,NA,NA
7181,bounder , n (dated Brit infml derog) ziaza cohlan tlaklo mipa.,NA,NA,NA
7182,boundless ," adj riteek um lo, neet ti um lo: boundless generosity, enthusiasm.  boundlessly adv.",NA,NA,NA
7184,bounds ," n [pl] 1 ritek: keep within/go beyond the bounds of reason, sanity, decency, propriety, etc ¡ It is not beyond the bounds of possibility (that…) ¡ Are there no bounds to his ambition? ¡ Public spending must be kept within reasonable bounds. 2 (idm) know no bounds _ know. out of bounds (to sb) (US off limits) feh kham mi, lut sian lonak hmun: The town’s pubs and bars are out of bounds to troops.",NA,NA,NA
7186,bounteous , adj (dated or rhet) 1 siangzet.  2 man lo ih pekmi; tamzet: God’s bounteous blessings. bounteously adv. bounteousness n [U].,NA,NA,NA
7187,bountiful ," adj (dated) 1 a siangzet mi. 2 tampi, tamzet: a bountiful supply of food. bountifully /{baUntIfElI/ adv.",NA,NA,NA
7194,bounty , n 1 [U] (dated) a siangzet mi: a monarch famous for his bounty.  2 [C] (dated) thenmi thithen; laksawng.  3 [C] thilri tam suah seh ti duhnak thawn zuam dingih pekmi laksawng (cozah hnen ih).,NA,NA,NA
7217,bouquet , n 1 (mo) pek ding pangpar tom: a bride’s bouçuet ¡ The soloist received a huge bouçuet of roses. 2 (fig) thangqhatnak; lomnak. 3 a thawt dan rim (zu rim; sabitti rim): This brandy has a fine bouçuet.,NA,NA,NA
7219,bouquetgarni , tihang sungih thlakmi rimhmui kuung.,NA,NA,NA
7223,bourbon , n (a) [U] USA ram ah vainim thawn tuahmi whisky zu.  (b) [C] cuih zu haikhat.,NA,NA,NA
7231,bourgeois ," adj 1 sumsaw tawkfang nei pawl (buzua).  2 (derog) (a) neinung; thilri neih tam a thupitter mi, a ruat mi: They’ve become very bourgeois since they got married. (b) mi ih upat tlaak a simi: bourgeois tastes, attitudes, ideas, etc. (c) khawruah nei lo; ziang ruat lemlo. 3 (Marx ih ruahnak) milian tangka neitam; milian ci.",NA,NA,NA
7233,bourgeois ," n [C] (pl unchanged) (usu derog) mi neinung duh, milian duh.",NA,NA,NA
7240,bourgeoisie ," n [Gp] (usu derog) 1 thilri nei, mi tawkfang: the rise of the bourgeoisie in the 19th century. 2 (Marx ih ruahnak) hnatuan pawl thazang eitu, mizuktu milian pawl. Cf proletariat.",NA,NA,NA
7242,bourse , n Europe ih stock thleng awk (a bik in France ram ih the Bourse).,NA,NA,NA
7243,bout ," n 1 ~ (of sth/doing sth) (a) thil ti caan malte: a drinking-bout ¡ She has bouts of hard work followed by long periods of inactivity. (b) nat tlun: a bout of flu, bronchitis, rheumatism, etc ¡ He suffers from freçuent bouts of depression. 2 buan/thong zuam-awk.",NA,NA,NA
7245,boutique , n netabik suak thilthuam dawr.,NA,NA,NA
7257,bovine ," adj 1 (fml) caw le sia lam pehpar mi.  2 (derog) fim lo; aa-hmunghmi: a bovine expression, character, mentality  ¡  bovine stupidity.",NA,NA,NA
7266,bow1 ," n 1 li, saili: hunt with bows and arrows. 2 tingriset (tayaw) tumnak hri (saili vek nawn, thing ih sihmi). 3 hri sih (sih pilh): tie shoelaces in a bow  ¡  a dress decorated with bows.  4 (idm) have two strings/a second etc string to one’s bow a tulnak vekih quan thei dingah thil ti theinak phunhnih a neimi: As both a novelist and a university lecturer, she has two strings to her bow.",NA,NA,NA
7273,bow ," v [I, Tn] tazaw tumnak hri thawn tayaw rawt.",NA,NA,NA
7276,bowing , n [U] tayaw tum dan: The cellist’s bowing was very sensitive.,NA,NA,NA
7279,bow-legs , n [pl] ngal kawi (a lenglam ah) saili vek. ,NA,NA,NA
7287,bow-legged , adj: a bow-legged gait.,NA,NA,NA
7288,bowman , n (pl -men /-mEn/) li le thal kaptu.,NA,NA,NA
7295,bow-tie , n mipa hngawng orh puan.,NA,NA,NA
7297,bow-window , n thlalang kawi bunmi sangka te.,NA,NA,NA
7304,bow2 ," v 1 (a) [I, Ipr, Ip] ~ (down) (to/before sb/sth) lukun (upatnak in): The cast bowed as the audience applauded. ¡ We all bowed to the Çueen. ¡ The priest bowed down before the altar. (b) [Tn] lu, lole, ruangpi kun, upatnak thawn: The congregation bowed their heads in prayer. 2 [usu passive: Tn, Tn•p] a kun: His back was bowed with age. ¡ branches bowed down by the snow on them. 3 (idm) bow and scrape (usu derog) mi thu ngai zet ih um: The waiter showed us to our table with much bowing and scraping. 4 (phr v) bow sb in/out suah zawng le luh zawng ah lukun ta. bow out (of sth) (a) dungsip sal: I’m bowing out of this scheme — I don’t approve of it. (b) upa hnaquan in baang: After thirty years in politics, he is finally bowing out. bow to sth a sung pek, lut, cohlang: bow to the inevitable ¡ bow to sb’s opinion, wishes, greater experience ¡ We’re tired of having to bow to authority.",NA,NA,NA
